Shape,Result,Number,Time
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,723,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,914,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1175,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,345,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1462,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,102,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2145,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,563,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,757,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2194,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,161,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,967,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,618,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,596,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,359,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,655,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2096,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,883,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1237,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1882,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,540,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1967,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,504,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,736,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2193,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,222,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1883,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1425,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1560,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,281,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,424,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1618,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2171,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,543,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1458,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1626,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1110,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,74,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1242,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1340,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1147,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1679,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,611,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,631,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,28,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,100,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1045,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,974,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1233,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,865,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,409,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1877,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,346,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,640,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1681,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1755,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1920,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2028,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,85,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,186,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,211,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,104,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1823,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,528,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,581,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,745,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,861,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1570,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1696,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,434,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2178,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1601,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,465,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1123,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1392,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,301,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1930,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1325,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,698,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,717,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,81,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,418,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1028,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,940,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1239,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,653,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,136,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2202,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1619,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1165,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1086,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2025,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,256,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1372,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1057,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1006,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1674,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,730,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,493,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1121,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,882,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,43,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1553,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,107,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,22,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1337,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,752,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,181,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,163,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,320,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1376,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1814,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,699,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1921,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1899,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,30,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1590,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,34,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,210,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1797,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,392,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1863,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,724,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,289,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1600,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1487,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1181,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,523,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2108,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,791,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1526,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1379,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,273,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,291,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,182,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,949,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1668,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1682,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1835,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,358,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,732,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1360,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,230,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,674,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,773,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,621,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2136,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,463,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,960,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1363,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2084,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1214,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,690,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2044,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,788,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1733,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1536,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1629,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2127,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1066,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,643,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1447,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2165,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,531,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,293,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,261,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,916,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,408,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2019,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1481,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2009,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,802,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2006,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1624,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1113,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,92,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1095,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1341,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1813,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,202,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,863,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,272,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1260,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1983,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1987,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,714,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,111,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1238,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1507,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,439,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,864,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,452,12.771959066390991
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2200,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1782,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,853,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2191,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2198,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,879,12.772954225540161
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1021,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1092,12.773914813995361
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,2064,12.776952505111694
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1621,12.774948120117188
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1710,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,violated,67,12.770954847335815
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,1706,12.775948524475098
<http://FrenchRoyalty.org/shapes/FatherWithChildConstraint>,valid,544,12.771959066390991
